REGIONE,CODICE REGIONE,PROVINCIA,CODICE AZIENDA,CODICE STRUTTURA DI RICOVERO,DENOMINAZIONE STRUTTURA,DENOMINAZIONE COMUNE,PARTITA IVA,CODICE COMUNE ISTAT,INDIRIZZO,CAP,TELEFONO,NUMERO FAX,SITO WEB,E-MAIL,TIPO STRUTTURA,TIPO IRCCS/A.O. UNIV. E POLICLINICO,TIPO CASA DI CURA,DIPARTIMENTO EMERGENZA,CENTRO TRASFUSIONALE,SERVIZIO RIANIMAZIONE,DIAGNOSTICA PER IMMAGINI,RADIOTERAPIA,ONCOLOGIA MEDICA,SERVIZIO DIALISI,PRONTO SOCCORSO,SALE OPERATORIE,POSTI CAMERE IPERBARICHE,INCUBATRICI,AMBULANZE TIPO A,AMBULANZE TIPO A CON MEDICO,AMBULANZE TIPO B,AMBULANZE PEDIATRICHE,AMBULANZE TRASP. EMERGENZA NEONATO,UNITÀ MOBILI RIANIMAZIONE,ANNO APERTURA,PRESENZA APPARECCHIATURE,ATTIVITÀ RIABILITAZIONE,CULLE,DATA AGGIORNAMENTO
Sicilia,190,Palermo,206,190543,CASA DI CURA VILLA MARGHERITA,Palermo,02533080822,082053,"VIA MARCHESE DI VILLABIANCA, 6",90143,091344640,091344640,-,-,05,0,1,0,-,-,X,-,-,-,-,0,0,0,0,0,0,0,0,0,1981,X,-,0,2018-01-02
Sicilia,190,Palermo,206,190545,CASA DI CURE COSENTINO DI KAROL S.R.L.,Palermo,06065240829,082053,CORSO DEI MILLE 56,90123,0916162016,0916162016,-,karolstrutturesanitarie@pec.it,05,0,1,0,-,-,-,-,-,-,-,2,0,0,0,0,0,0,0,0,2011,X,-,0,2018-02-26
Sicilia,190,Palermo,206,190551,CASA DI CURA LA MADDALENA S.P.A.,Palermo,04413030828,082053,"VIA S. LORENZO COLLI, 312/D",90146,0916806111,0916806906,www.lamaddalenanet.it,info@lamaddalenanet.it,05,0,1,0,-,-,X,X,X,-,-,3,0,0,0,0,0,0,0,0,1999,X,-,0,2018-02-27
Sicilia,190,Palermo,206,190602,CENTRO ANDROS S.R.L.,Palermo,03730190828,082053,VIA AUSONIA 43/45,90144,0916785511,0916785522,www.centroandros.it,info@centro andros.it,05,0,1,0,-,-,-,-,-,-,-,2,0,0,0,0,0,0,0,0,2000,X,-,0,2018-02-28
Sicilia,190,Palermo,206,190718,CASA DI CURA LATTERI VALSAVA S.R.L.,Palermo,01275220893,082053,"VIA F. CORDOVA, 62",90143,0917215111,091302438,www.casadicuralatteri.it,clinicalatteri@casadicuralatteri.it,05,0,1,0,-,-,X,-,-,-,-,2,0,0,2,0,0,0,0,0,1989,X,-,0,2018-02-28
Sicilia,190,Palermo,206,190720,CASA DI CURA VILLA MARIA ELEONORA,Palermo,03790910826,082053,"VIALE REGIONE SICILIANA,1571",90135,0916981111,0916981366,www.gvm-vme.it,gvm-vme@legalmail.it,05,0,1,0,-,X,X,-,-,-,-,4,0,0,0,0,0,0,0,0,1991,X,-,0,2018-01-15
Sicilia,190,Ragusa,207,190338,OSPEDALE ' CIVILE MARIA PATERNO' AREZZO,Ragusa,01426410880,088009,"PIAZZA CADUTI DI NASSARYA,1",97100,0932600796,0932600795,-,pasquale.granata@asp.rg.it,01,0,0,0,X,X,X,X,X,X,X,7,0,14,1,0,1,0,0,2,0,X,-,28,2018-01-26
Sicilia,190,Ragusa,207,190339,OSPEDALE REGINA MARGHERITA COMISO,Comiso,01426410880,088003,via Paolo Borsellino C/da Mastrella,97013,0932740111,0932962687,-,giovanni.dinatale60@asp.rg.it,01,0,0,0,-,-,X,-,-,-,-,4,0,0,0,0,0,0,0,0,0,X,-,0,2018-01-26
Sicilia,190,Ragusa,207,190340,OSPEDALE MAGGIORE MODICA,Modica,01426410880,088006,via A.Moro,97015,0932768111,0,-,dirsan.modica@asp.rg.it,01,0,0,0,X,X,X,-,-,X,X,6,0,5,1,0,1,0,0,2,0,X,-,10,2018-01-26
Sicilia,190,Ragusa,207,190341,OSPEDALE BUSACCA SCICLI,Scicli,01426410880,088011,Via Ospedale,97018,0932446111,0932832716,-,dirsan.modica@asp.rg.it,01,0,0,0,-,-,X,-,-,X,-,0,0,0,1,0,0,0,0,0,0,X,-,0,2018-01-26
Sicilia,190,Ragusa,207,190342,OSPEDALE GUZZARDI VITTORIA,Vittoria,01426410880,088012,VIA PAPA GIOVANNI XXIII,97019,0932447163,0932999266,-,giovanni.dinatale60@asp.rg.it,01,0,0,0,X,X,X,-,-,-,X,6,0,4,1,0,1,0,0,0,0,X,-,10,2018-01-26
Sicilia,190,Ragusa,207,190552,CASA DI CURA CLINICA DEL MEDITERRANEO,Ragusa,01219210885,088009,"VIA ETTORE FIERAMOSCA,100",97100,0932641001,0932253701,-,d.sanitariamedisan@gmail.com,05,0,1,0,-,-,X,-,-,-,-,3,0,0,0,0,0,0,0,0,0,X,-,0,2018-01-30
Sicilia,190,Siracusa,208,190343,P.O. DI MARIA AVOLA,Avola,01661590891,089002,C.DA CHIUSA DI CARLO,96012,0931582111,0931582278,-,-,01,0,0,0,X,-,X,-,X,X,X,2,0,0,0,0,0,0,0,2,0,X,-,0,2018-01-25
Sicilia,190,Siracusa,208,190344,P.O. TRIGONA NOTO,Noto,01661590891,089013,VIA DEI MILLE,96017,0931890111,0931890334,-,-,01,0,0,0,-,-,X,-,-,-,X,4,0,4,1,0,0,0,0,1,0,X,-,9,2018-01-25
Sicilia,190,Siracusa,208,190345,P.O. UMBERTO I (EX A.O.),Siracusa,01661590891,089017,Via Testaferrata 1,96100,0931724111,093166132,www.asp.sr.it,direzionegenerale@asp.sr.it,01,0,0,2,X,X,X,-,X,X,X,10,5,21,2,0,0,0,0,1,0,X,-,35,2018-01-30
Sicilia,190,Siracusa,208,190346,P.O. MUSCATELLO AUGUSTA,Augusta,01661590891,089001,C.DA GRANATELLO,96011,0931989111,0931989018,www.asp.sr.it,ospedalemuscatello@infinito.it,01,0,0,0,X,-,X,-,X,-,X,2,0,0,1,1,0,0,0,1,0,X,-,0,2018-01-31
Sicilia,190,Siracusa,208,190347,OSPEDALE GENERALE DI ZONA,Lentini,01661590891,089011,C.DA COLLE ROGGIO - S.P. LENTINI-SCORDIA,96016,095909111,095909507,www.asp.sr.it,d.s.lentini@asp.sr.it,01,0,0,1,X,-,X,-,X,X,X,5,0,3,1,1,0,0,0,1,0,X,-,10,2018-01-30
Sicilia,190,Siracusa,208,190348,P.O. A. Rizza,Siracusa,01661590891,089017,Viale Epipoli 74,96100,0931724502,0931491723,www.asp.sr.it,direzionegenerale@asp.sr.it,01,0,0,2,-,-,X,X,-,-,-,0,0,0,0,0,0,0,0,0,0,X,-,0,2018-01-30
Sicilia,190,Siracusa,208,190507,CASA DI CURA SANTA LUCIA GLEF,Siracusa,00882610892,089017,VIA LOMBARDIA 1,96100,0931410111,0931443650,-,carmelo.riscica@glef.it,05,0,1,0,-,-,X,-,-,-,-,3,0,0,0,0,0,0,0,0,1984,X,-,0,2018-02-01
Sicilia,190,Siracusa,208,190508,CASA DI CURA VILLA MAURITIUS ARC,Siracusa,00984310896,089017,VIA FRANCOFONTE 5,96100,0931491510,0931491593,-,villamauritius@virgilio.it,05,0,1,0,-,-,X,-,-,-,-,0,0,0,0,0,0,0,0,0,1981,X,-,0,2018-02-13
Sicilia,190,Siracusa,208,190509,IST.ORT. VILLA SALUS I. GALATIOTO SRL,Augusta,01552710897,089001,VIA PROVINC. PER BRUCOLI 507/A,96011,0931990111,0931512061,www.villasalus.it,cmi@villasalus.it,05,0,1,0,-,-,X,-,-,-,-,5,22,0,0,0,0,0,0,0,1962,X,-,0,2018-01-29
Sicilia,190,Siracusa,208,190550,C. DI CURA 'VILLA AZZURRA' - GESIN SRL,Siracusa,01851530897,089017,VIA CASSARO S.N.,96100,0931788111,0931490017,www.villaazzurra.it,direzionesanitaria@villaazzurra.it,05,0,1,0,-,-,X,-,-,-,-,2,0,0,0,0,0,0,0,0,1998,X,-,0,2018-01-30
Sicilia,190,Siracusa,208,190701,CLINICA VILLA RIZZO,Siracusa,04335601003,089017,VIA S.AGATI N 3/5/7,96100,0931708111,0931441731,www.villarizzo.it,daniela.romano@villarizzo.it,05,0,1,0,-,-,X,-,-,-,-,3,0,0,0,0,0,0,0,0,2002,X,-,0,2018-01-25
Sicilia,190,Trapani,209,190349,P.O. SAN VITO E SANTO SPIRITO -ALCAMO,Alcamo,02363280815,081001,VIA FRANCESCO CRISPI 116,91011,0924599111,0924599261,www.asptrapani.it,-,01,0,0,1,-,-,X,-,-,-,X,2,0,0,0,0,0,0,0,2,0,X,-,0,2018-02-22
Sicilia,190,Trapani,209,190350,P.O. 'B. NAGAR' - PANTELLERIA,Pantelleria,02363280815,081014,PIAZZALE NICOLO` ALMANZA,91017,0923910234,0923911337,-,-,01,0,0,0,-,X,X,-,-,X,X,1,5,2,0,0,1,0,1,0,0,X,-,4,2018-03-13
Sicilia,190,Trapani,209,190351,P.O. S. ANTONIO ABATE - TRAPANI,Erice,02363280815,081008,"VIA COSENZA, 82",91016,0923809111,0923809339,www.asptrapani.it,direzionesanitaria.potrapani@asptrapani.it,01,0,0,1,X,X,X,-,X,X,X,7,5,15,1,0,1,0,0,1,0,X,-,19,2018-03-05
Sicilia,190,Trapani,209,190352,P.O. V.EMANUELE II CASTELVETRANO,Castelvetrano,02363280815,081006,"VIA MARINELLA, 5 C/VETRANO",91022,0924930230,0924930326,www.asptrapani.it,direzionesanitariacastelvetrano@asptrapani.it,01,0,0,1,-,X,X,-,X,X,X,5,4,0,0,0,0,0,0,2,0,X,-,5,2018-03-07
Sicilia,190,Trapani,209,190353,P.O.PAOLO BORSELLINO - MARSALA,Marsala,02363280815,081011,VIA SALEMI - C/DA CARDILLA,91025,0923753110,0923753088,-,-,01,0,0,1,X,X,X,-,-,X,X,6,0,0,0,0,1,0,0,2,0,X,-,0,2018-02-09
Sicilia,190,Trapani,209,190354,P.O.ABELE AJELLO-MAZARA D.VALLO,Mazara del Vallo,02363280815,081012,VIA SALEMI n°175,91026,0923657912,0923657927,-,direzione.sanitaria.mazara@asptrapani.it,01,0,0,1,-,X,X,X,-,-,X,4,0,3,0,0,0,0,0,2,2017,X,-,4,2018-03-06
Sicilia,190,Trapani,209,190355,P.O. VITTORIO EMANUELE III - SALEMI,Salemi,02363280815,081018,VIA DANTE ALIGHIERI,91018,0924990111,092464900,-,direzione.sanitaria.salemi@asltrapani.it,01,0,0,0,-,-,X,-,-,-,-,2,0,0,0,0,2,0,0,0,0,X,-,0,2018-03-01
Sicilia,190,Trapani,209,190501,CASA DI CURA VILLA DEI GERANI,Erice,00253750814,081008,"VIA A. MANZONI, 83 CASA SANTA ERICE",91016,0923557311,0923554366,www.villadeigerani.tp.it,info@villadeigerani.tp.it,05,0,1,0,-,-,X,-,X,-,-,3,0,0,0,0,0,0,0,0,1949,X,-,0,2018-02-06
Sicilia,190,Trapani,209,190502,CASA DI CURA SANT`ANNA SRL.,Erice,01726680811,081008,"VIA SALITA SANT`ANNA, 34 ERICE C.S.",91016,0923557211,0923557285,-,amministrazione@casadicurasantanna.com,05,0,1,0,-,-,-,-,-,-,-,3,4,5,0,0,0,0,0,0,1995,X,-,20,2018-02-06
Sicilia,190,Trapani,209,190549,CASA DI CURA MORANA SRL,Marsala,01466200811,081011,CONTRADA DARA 744/D,91025,0923745222,0923968409,-,cdcmorana@interfree.it,05,0,1,0,-,-,X,-,-,-,-,0,0,0,0,0,0,0,0,0,1990,X,-,0,2018-02-06
Sicilia,190,Trapani,209,190556,CASA DI CURA RIABIL. VITTORIA S.r.l,Castelvetrano,02627880814,081006,"VIALE DEI TEMPLI, 116",91022,092481075,0924932011,www.casadicura.vanico.it,info@casadicuravittoria.it,05,0,1,0,-,-,X,-,-,-,-,0,0,0,0,0,0,0,0,0,2018,X,X,0,2018-04-19
Sicilia,190,Catania,921,190921,A.O. per l'Emergenza Cannizzaro,Catania,04721280875,087015,via Messina 829,95126,0957262486,0957262466,www.aocannizzaro.it,aoc.dirsan@libero.it,00,0,0,0,-,-,X,X,X,-,-,0,0,0,0,0,0,0,0,0,0,X,-,0,2018-01-02
Sicilia,190,Catania,922,190922,ARNAS GARIBALDI,Catania,04721270876,087015,"PIAZZA SANTA MARIA DI GESU', 5/7",95124,0957591111,095337462,www.ao-garibaldi.ct.it,dir.generale@arnasgaribaldi.it,00,0,0,2,X,X,X,X,X,X,X,24,0,27,2,0,3,0,1,1,0,X,-,18,2018-01-26
Sicilia,190,Catania,923,190923,A.O.U. POLICLINICO - VITTORIO EMANUELE,Catania,04721290874,087015,VIA SANTA SOFIA 78,95123,0953782530,0953785281,www.policlinicovittorioemanuele.it,g.licciardello@ao-ve.it,02,1,0,2,X,X,X,X,X,X,X,40,0,43,2,2,2,1,0,1,0,X,-,32,2018-01-31
Sicilia,190,Messina,924,190924,Azienda Ospedaliera Papardo,Messina,03051880833,083048,contrada papardo,98158,0903992862,0903996311,www.aopapardo.it,loredanacausini@aopapardo.it,00,0,0,1,X,X,X,X,X,X,X,16,8,15,1,0,0,0,0,1,2016,X,-,26,2018-01-30
Sicilia,190,Messina,925,190925,Azienda Osp. Univ. G. Martino,Messina,03051890832,083048,viale gazzi,98124,0902211,0902212595,ww.polime.it,dirsanaou@unime.it,02,1,0,2,X,X,X,X,X,X,X,20,8,23,2,0,2,0,0,2,0,X,-,18,2018-04-27
Sicilia,190,Palermo,926,190926,A.O.R Villa Sofia Cervello,Palermo,05841780827,082053,"Viale Strasburgo, 233",90146,0917801111,0,www.ospedaliriunitipalermo.it,segreteriadirezionegenerale@villasofia.it,00,0,0,2,X,X,X,-,X,X,X,18,0,0,0,0,6,1,1,2,0,X,-,37,2018-01-31
Sicilia,190,Palermo,927,190927,Azienda Ospedaliera 'Civico-Di Cristina-,Palermo,05841770828,082053,"Piazza Nicola Leotta, 4",90127,0916661111,0916662620,www.arnascivico.it,direzionegenerale@arnascivico.it,00,0,0,0,X,X,X,X,X,X,X,25,8,13,0,0,6,0,0,0,0,X,-,32,2018-02-01
Sicilia,190,Palermo,928,190928,AZ.OSP.UNIV.P.GIACCONE,Palermo,05841790826,082053,Via del Vespro n. 129,90127,0916555215,0916555619,www.policlinico.pa.it,protocollo.aoup@pec.policlinicogiaccone.it,02,1,0,2,X,X,X,-,X,X,X,21,8,0,0,0,0,0,1,0,0,X,-,0,2018-03-27
Sicilia,190,Palermo,929,190929,IRCCS Ismett,Palermo,04544550827,082053,"Via Ernesto Tricomi, 5",90127,0912192111,0912192244,www.ismett.edu,mail@ismett.edu,03,2,0,0,-,X,X,-,-,-,-,5,0,0,0,0,0,0,0,0,0,X,-,0,2018-02-14
Sicilia,190,Enna,950,190950,ASSOCIAZIONE OASI MARIA SS,Troina,0,086018,VIA CONTE RUGGERO 73,94018,0935936111,0935936392,www.oasi.en.it,info@oasi.en.it,03,2,0,0,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1990,X,-,0,2018-01-02
Sicilia,190,Messina,960,190960,IRCCS Centro Neurolesi 'Bonino Pulejo',Messina,02733700831,083048,SS.113 Via Palermo C / Casazza,98124,09060128507,09060128876,http://www.irccsme.it,danilo.ferrara@irccsme.it,03,1,0,0,-,X,X,-,-,-,X,3,0,0,0,0,0,0,0,0,2006,X,-,0,2018-04-09
Sicilia,190,Palermo,970,190970,Dipartimento Rizzoli-Sicilia,Bagheria,00302030374,082006,SS13 al km 246,90011,0919297031,0919297032,http://www.ior.it/rizzoli-sicilia/home,segreteriarizzolisicilia@ior.it,03,1,0,0,-,X,-,-,-,-,-,2,0,0,0,0,0,0,0,0,2012,X,-,0,2018-04-23
