CODICE REGIONE,REGIONE,PROVINCIA,CODICE AZIENDA,CODICE STRUTTURA,TIPO ASSISTENZA EROGATA,DESCRIZIONE TIPO ASSISTENZA EROGATA,DENOMINAZIONE STRUTTURA,PARTITA IVA,INDIRIZZO,DENOMINAZIONE COMUNE,CODICE COMUNE ISTAT,CAP,E-MAIL,SITO WEB,TELEFONO,NUMERO FAX,TIPO STRUTTURA,TIPO STRUTTURA DI RICOVERO,CODICE STRUTTURA DI RICOVERO,DENOMINAZIONE STRUTTURA DI RICOVERO,TIPO RAPPORTO CON IL S.S.N.,PRESENZA APPARECCHIATURE,ANNO APERTURA,ANNO CHIUSURA,DATA AGGIORNAMENTO
190,Sicilia,Catania,203,400800,S01,ATTIVITA' CLINICA,IGEA CENTRO MEDICO CORRETTIVO S.A.S. DI BATTIATO MARIA CATENA & C,00709690879,VIA MUSMECI 7,Acireale,087004,95024,igea.fkt@gmail.com,-,0956733592,0952931679,AMBULATORIO E LABORATORIO,0,0,-,2,N,1996,0,2018/01/02
190,Sicilia,Catania,203,400900,S03,ATTIVITA' DI LABORATORIO,CENTRO SAEM S.N.C. DOTT. DI CARLO & C,00848600870,VIA MARCHESE DI S. GIULIANO 21,Acireale,087004,95024,centrosaem @gmail.com,-,095604883,095604883,AMBULATORIO E LABORATORIO,0,0,-,2,S,1981,0,2018/01/18
190,Sicilia,Catania,203,401000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO DI RADIOLOGIA LIZZIO SAS,04035820879,VIA FELICE PARADISO 78/L,Acireale,087004,95024,radiologializzio@gmail.com,-,0957647051,0957647051,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/18
190,Sicilia,Catania,203,401200,S01,ATTIVITA' CLINICA,CARDIOLOGICA DI AJON V. & C. S.A.S.,03769420872,CORSO SAVOIA 172,Acireale,087004,95024,ajon@hotmail.it,-,095891839,095891839,AMBULATORIO E LABORATORIO,0,0,-,2,S,1988,0,2018/01/18
190,Sicilia,Catania,203,401200,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CARDIOLOGICA DI AJON V. & C. S.A.S.,03769420872,CORSO SAVOIA 172,Acireale,087004,95024,ajon@hotmail.it,-,095891839,095891839,AMBULATORIO E LABORATORIO,0,0,-,2,S,1988,0,2018/01/18
190,Sicilia,Catania,203,401300,S01,ATTIVITA' CLINICA,CARDIOMED Dr. G. & D. ARCIDIACONO S.R.L.,03845500879,CORSO PRINCIPE AMEDEO 25,Acireale,087004,95024,cardiomedarcidiaconosrl@pec.it,-,0957647089,0957649988,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/18
190,Sicilia,Catania,203,401300,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CARDIOMED Dr. G. & D. ARCIDIACONO S.R.L.,03845500879,CORSO PRINCIPE AMEDEO 25,Acireale,087004,95024,cardiomedarcidiaconosrl@pec.it,-,0957647089,0957649988,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/18
190,Sicilia,Catania,203,401500,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO DI RADIOLOGIA BUSA' DEI DOTTORI ANTONINO E MARIO,03542410877,VIA P. VASTA 169,Acireale,087004,95024,radiologi.busa@gmail.it,-,095601407,095601407,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,401700,S01,ATTIVITA' CLINICA,ST. MEDICO di MEDICINA FISICA e RIABIL. Dott.COCO G.ppe srl,03568180675,VIA LORETO 16,Acireale,087004,95024,info@cocostudiomedico.it,www.cocostudiomedico.it,095891046,095891046,AMBULATORIO E LABORATORIO,0,0,-,2,S,1976,0,2018/01/18
190,Sicilia,Catania,203,402000,S03,ATTIVITA' DI LABORATORIO,CENTRO ANALISI Dott. MURABITO & C. SAS,03965920873,Via Kennedy 56 Q/2,Acireale,087004,95024,ca.angelomurabito@gmail.com,-,0957647276,0957647276,AMBULATORIO E LABORATORIO,0,0,-,2,S,1978,0,2018/01/18
190,Sicilia,Catania,203,402200,S01,ATTIVITA' CLINICA,STUDIO DERMATOLOGICO Dott.. RUSSO GIOVANNI & C. SAS,04262450879,VIA VITO D'ANNA 18,Acireale,087004,95024,info@giovannirusso.biz,www.giovannirusso.biz,095608235,095608235,AMBULATORIO E LABORATORIO,0,0,-,2,S,2004,0,2018/01/18
190,Sicilia,Catania,203,402300,S01,ATTIVITA' CLINICA,STUDIO MEDICO DOTT. SCUDERO ALFIO,03863300871,VIA KENNEDY 39/C,Acireale,087004,95024,-,-,095894580,0957640396,AMBULATORIO E LABORATORIO,0,0,-,2,N,2001,0,2018/01/18
190,Sicilia,Catania,203,402600,S01,ATTIVITA' CLINICA,DI STEFANO CELESTINA,01977100872,Via Alcidemde Gasperi 7,Aci Sant'Antonio,087005,95025,celestina.distefano@alice.it,-,0957648541,0957648541,AMBULATORIO E LABORATORIO,0,0,-,2,N,1989,0,2018/03/29
190,Sicilia,Catania,203,403300,S03,ATTIVITA' DI LABORATORIO,TIELLE DIAGNOSTYC SRL,03723550871,VIA TAGLIAMENTO n.64,Adrano,087006,95031,mimmotimpa@yahoo.it,-,0957695866,0957698866,AMBULATORIO E LABORATORIO,0,0,-,2,S,1979,0,2019/03/06
190,Sicilia,Catania,203,403500,S01,ATTIVITA' CLINICA,CENTRO MEDICO DERMATOLOGICO ADRANO,04972230876,CORSO SICILIA n.6,Adrano,087006,95031,dott.francescoreina@libero.it,-,0957694781,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,2013,0,2018/01/02
190,Sicilia,Catania,203,403700,S01,ATTIVITA' CLINICA,CMR CENTRO MEDICINA RIABILITATIVA DR. R. SCIACCA & C.,03889360875,VIA IV NOVEMBRE 251 angolo VIA CATANIA,Adrano,087006,95031,-,-,0957695637,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,1986,0,2018/01/02
190,Sicilia,Catania,203,403800,S03,ATTIVITA' DI LABORATORIO,EMATOS SNC DR. A. STRANO & C.,03933126879,VIA PIETRO NENNI 5,Adrano,087006,95031,stranoalfredo@tiscali.it,-,0957693504,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2003,2018,2018/03/29
190,Sicilia,Catania,203,404700,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,DIAGNOSTICA X IMMAGINI DR. REFORGIATO,04200350876,"VIA VITTORIO VENETO, 72",Bronte,087009,95034,-,-,095692839,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1981,0,2018/01/02
190,Sicilia,Catania,203,404900,S03,ATTIVITA' DI LABORATORIO,LAB. ANALISI CLIN. S. FILIPPO DEL DR. V. CANNISTRACI & C.,04524450873,VIA GARIBALDI 12,Calatabiano,087010,95011,vincenzocannistraci@virgilio.it,-,095640154,095640154,AMBULATORIO E LABORATORIO,0,0,-,2,S,2007,0,2018/01/02
190,Sicilia,Catania,203,405000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CENTRO POLIDIAGNOSTICO BIZZINI SRL,03289210878,VIA PIETRO NOVELLI 40,Caltagirone,087011,95041,giacomo.bizzini@virgilio.it,-,093357378,093357378,AMBULATORIO E LABORATORIO,0,0,-,2,S,2000,0,2018/01/02
190,Sicilia,Catania,203,405900,S01,ATTIVITA' CLINICA,AZZARO DR. RAFFAELE,02527020875,VIA BALDUINO 47,Catania,087015,95129,raffaeleazzaro@alice.it,-,095441723,095441723,AMBULATORIO E LABORATORIO,0,0,-,2,N,1988,0,2018/01/02
190,Sicilia,Catania,203,406000,S03,ATTIVITA' DI LABORATORIO,ABC ANALISI CLINICHE BIOLOGICHE DEI DOTT.RI S. BONACCORSI E G. MAGORDA S.N.C.,01198390872,VIA SAN VITO 30,Catania,087015,95124,abclabo@gmail.com,-,0957151470,0952245216,AMBULATORIO E LABORATORIO,0,0,-,2,S,1991,0,2018/01/02
190,Sicilia,Catania,203,406700,S03,ATTIVITA' DI LABORATORIO,LAB.ANALISI CLINICHE DEL DOTT. RENATO CALABRESE & C. s.a.s.,04206890872,VIA DUCA DEGLI ABRUZZI 54,Catania,087015,95127,labcalabrese@gmail.com,-,095386864,095386864,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,406800,S01,ATTIVITA' CLINICA,DERMATOLOGICA Br02 s.a.s. di Vintrici C. & C.s.a.s.,04753010877,VIA Pola 43/O,Catania,087015,95127,dermatologicabro2@gmail.com,-,095388862,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,1987,0,2018/03/29
190,Sicilia,Catania,203,407000,S01,ATTIVITA' CLINICA,DOTT. ANGELO CARUSO & c.s.r.l.,04358320879,VIA MONFALCONE 28 A,Catania,087015,95127,-,-,095373274,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,1978,0,2018/01/02
190,Sicilia,Catania,203,407100,S03,ATTIVITA' DI LABORATORIO,CASA CURA MATER DEI DI G. NESI & C.s.r.l.,01129240873,VIALE MARIO RAPISARDI 1,Catania,087015,95124,urp@casadicuramaterdei.it,www.casadicuramaterdei.it,0957369111,0959707089,AMBULATORIO E LABORATORIO,05,190516,MATER DEI DI G.NESI & C. S.P.A,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,407200,S01,ATTIVITA' CLINICA,CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL,00248620874,VIA DEL BOSCO 105,Catania,087015,95125,amministrazione@morgagni.it,www.policlinicomorgagni.it,095238111,095238163,AMBULATORIO E LABORATORIO,05,190513,CASA DI CURA G.B. MORGAGNI S.R.L.,2,S,1971,0,2018/01/02
190,Sicilia,Catania,203,407200,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL,00248620874,VIA DEL BOSCO 105,Catania,087015,95125,amministrazione@morgagni.it,www.policlinicomorgagni.it,095238111,095238163,AMBULATORIO E LABORATORIO,05,190513,CASA DI CURA G.B. MORGAGNI S.R.L.,2,S,1971,0,2018/01/02
190,Sicilia,Catania,203,407200,S03,ATTIVITA' DI LABORATORIO,CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL,00248620874,VIA DEL BOSCO 105,Catania,087015,95125,amministrazione@morgagni.it,www.policlinicomorgagni.it,095238111,095238163,AMBULATORIO E LABORATORIO,05,190513,CASA DI CURA G.B. MORGAGNI S.R.L.,2,S,1971,0,2018/01/02
190,Sicilia,Catania,203,407300,S03,ATTIVITA' DI LABORATORIO,CASA DI CURA MADONNA DEL ROSARIO,00560610875,VIA BRONTE 44,Catania,087015,95100,m.delrosario@tiscali.it,-,095434127,095446930,AMBULATORIO E LABORATORIO,05,190512,CASA DI CURA MADONNA DEL ROSARIO,2,S,2000,0,2018/01/02
190,Sicilia,Catania,203,407400,S01,ATTIVITA' CLINICA,CENTRO DYNAMIC SRL,00839780871,Via Guardia della Carvana 4-4A,Catania,087015,95128,centrodynamicsrl@tiscali.it,-,095508586,095439608,AMBULATORIO E LABORATORIO,0,0,-,2,N,1981,0,2018/01/02
190,Sicilia,Catania,203,407500,S01,ATTIVITA' CLINICA,CENTRO DI FISIOTERAPIA E RIABILITAZIONE 'PADRE PIO' DI A. TRINGALI s.r.l.,01797730874,VIALE L. Da Vinci 12/24,Catania,087015,95128,centropadrepio@tiscali.it,-,095321388,0957168269,AMBULATORIO E LABORATORIO,0,0,-,2,N,1981,0,2018/01/02
190,Sicilia,Catania,203,407600,S01,ATTIVITA' CLINICA,HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA,00288060874,VIA VITTORIO EMANUELE DA BORMIDA 64,Catania,087015,95126,salvina.scire@ccocatania.it,www.ccocatania.it,0957339000,095336989,AMBULATORIO E LABORATORIO,05,190519,HUMANITAS CENTRO CATANESE DI ONCOLOGIA,2,S,1968,0,2018/01/02
190,Sicilia,Catania,203,407600,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA,00288060874,VIA VITTORIO EMANUELE DA BORMIDA 64,Catania,087015,95126,salvina.scire@ccocatania.it,www.ccocatania.it,0957339000,095336989,AMBULATORIO E LABORATORIO,05,190519,HUMANITAS CENTRO CATANESE DI ONCOLOGIA,2,S,1968,0,2018/01/02
190,Sicilia,Catania,203,407600,S03,ATTIVITA' DI LABORATORIO,HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA,00288060874,VIA VITTORIO EMANUELE DA BORMIDA 64,Catania,087015,95126,salvina.scire@ccocatania.it,www.ccocatania.it,0957339000,095336989,AMBULATORIO E LABORATORIO,05,190519,HUMANITAS CENTRO CATANESE DI ONCOLOGIA,2,S,1968,0,2018/01/02
190,Sicilia,Catania,203,408000,S03,ATTIVITA' DI LABORATORIO,ASSOCIAZIONE CITODIAGNOSTICA,00856470877,V.LE CASTAGNOLA 9 INT. 7,Catania,087015,95121,citodiagnostica@gmail.com,-,095572779,095572779,AMBULATORIO E LABORATORIO,0,0,-,2,S,1982,0,2018/01/02
190,Sicilia,Catania,203,408400,S01,ATTIVITA' CLINICA,Clinica della Visione s.r.l.,04651240873,Via Pola 43/O,Catania,087015,95127,poliambulatorio@gmail.com,-,095388862,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/26
190,Sicilia,Catania,203,408500,S01,ATTIVITA' CLINICA,STUDIO DERMATOLOGICO del DOTT. CUTURI FILIPPO & C. s.a.s.,05021780878,VIA CERVIGNANO 47,Catania,087015,95129,filippo.cuturi@gmail.com,-,095381772,0953787393,AMBULATORIO E LABORATORIO,0,0,-,2,N,1982,0,2018/01/02
190,Sicilia,Catania,203,408600,S03,ATTIVITA' DI LABORATORIO,C.A.T.A. SRL,00579940875,VIALE MARIO RAPISARDI 420,Catania,087015,95122,analisicata@gmail.com,www.analisicata.com,095355888,095355888,AMBULATORIO E LABORATORIO,0,0,-,2,S,1998,0,2018/01/02
190,Sicilia,Catania,203,408800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CLINICAL ISOTOPIC MEDICAL CENTER s.r.l.,01243480876,PIAZZA STESICORO n. 8,Catania,087015,95124,maedicasrl@tiscali.it,-,095325642,095310125,AMBULATORIO E LABORATORIO,0,0,-,2,S,1991,0,2018/01/02
190,Sicilia,Catania,203,408900,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO DI RADIOLOGIA 'ENZO DE LUCA' S.R.L.,00497670877,VIA ANDRONE 38,Catania,087015,95124,radiologiadeluca@tiscali.it,www.radiologiadeluca.it,095317575,095317575,AMBULATORIO E LABORATORIO,0,0,-,2,S,1954,0,2018/01/02
190,Sicilia,Catania,203,409100,S01,ATTIVITA' CLINICA,CHECK-UP CATANIA PROF. GIOVANNI DIENE s.r.l.,03833210879,VIA LAVAGGI 28,Catania,087015,95123,gdiene@alice.it,www.cardiologiacheck-upcatania.com,095445800,0957280315,AMBULATORIO E LABORATORIO,0,0,-,2,S,2001,0,2018/01/02
190,Sicilia,Catania,203,409100,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CHECK-UP CATANIA PROF. GIOVANNI DIENE s.r.l.,03833210879,VIA LAVAGGI 28,Catania,087015,95123,gdiene@alice.it,www.cardiologiacheck-upcatania.com,095445800,0957280315,AMBULATORIO E LABORATORIO,0,0,-,2,S,2001,0,2018/01/02
190,Sicilia,Catania,203,409200,S01,ATTIVITA' CLINICA,DIECI DECIMI di Giancarlo Bannò s.r.l.,03784340873,VIA CESARE VIVANTE 1/3,Catania,087015,95123,giancarlobanno@gmail.com,studiooculisticodiecidecimi.it,095436155,095430014,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Catania,203,409300,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO BASILE Pietro s.a.s. Radiologia e Terapia Fisica,03597010879,VIA S. NICOLO' AL BORGO 122,Catania,087015,95125,-,-,095439145,095439145,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Catania,203,409400,S01,ATTIVITA' CLINICA,CENTRO MEDICO FISIOTERAPICO ORIS CAV. G. MALTESE E FIGLI SRL,03609990878,VIA TORINO 73 INT. 7/A,Catania,087015,95128,info@centromedicooris.it,"www.centromedicooris,it",095505462,095505462,AMBULATORIO E LABORATORIO,0,0,-,2,N,1986,0,2018/01/02
190,Sicilia,Catania,203,409600,S03,ATTIVITA' DI LABORATORIO,LABORATORIO ANALISI CATALDI s.r.l.,03858860871,VIA AMMIRAGLIO CARACCIOLO 6,Catania,087015,95123,laboratorio.cataldi@libero.it,www.laboratoriocataldi.it,095356500,095356500,AMBULATORIO E LABORATORIO,0,0,-,2,S,1970,0,2018/01/02
190,Sicilia,Catania,203,409700,S03,ATTIVITA' DI LABORATORIO,CENTRO ANALISI DOTT. FAMA' NATALE,01976880870,CORSO INDIPENDENZA 14,Catania,087015,95122,centroanalisifama@alice.it,-,095202360,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1985,2018,2018/01/02
190,Sicilia,Catania,203,409900,S01,ATTIVITA' CLINICA,STUDIO DI DERMATOLOGIA E VENEREOLOGIA DOTT. Gueli giuseppe s.r.l.,04380830879,VIA BRUCA 8,Catania,087015,95128,giuseppe.gueli137@gmail.com,-,095444244,095509289,AMBULATORIO E LABORATORIO,0,0,-,2,N,1982,0,2018/01/02
190,Sicilia,Catania,203,410000,S03,ATTIVITA' DI LABORATORIO,SALUS sas - LABORATORIO ANALISI CLINICHE di Romano Francesca E. & CO,04079720878,VIALE M.RAPISARDI 224,Catania,087015,95123,labosalus@libero.it,-,095350455,095350455,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,410500,S01,ATTIVITA' CLINICA,STUDIO MEDICO DEL DOTT. ZAGNI GIOVANNI S.S.,04359180876,VIA FICARAZZI 19,Catania,087015,95123,fachi@tiscali.it,-,095501324,0957280806,AMBULATORIO E LABORATORIO,0,0,-,2,N,1986,0,2018/01/02
190,Sicilia,Catania,203,411400,S03,ATTIVITA' DI LABORATORIO,ANALAB LABORATORIO ANALISI DELLA DOTT.SSA G. GIUSINO SRL,03657370874,LARGO BORDIGHERA 52/49,Catania,087015,95127,info@analab.it,www.analab.it,0957221551,0957221551,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,411800,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO MEDITERRANEO s.r.l.,03584420875,PIAZZA A. LINCOLN 2,Catania,087015,95128,comsrl@gmail.com,-,095448560,095448560,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,411900,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO DI RADIOLOGIA Dott. Carmelo Raciti s.r.l.,03794920879,PIAZZA M. BUONARROTI 22,Catania,087015,95126,info@carmeloracitimedicoradiologo.it,www.carmeloracitimedicoradiologo.it,095444706,095436384,AMBULATORIO E LABORATORIO,0,0,-,2,S,1974,0,2018/03/29
190,Sicilia,Catania,203,412200,S01,ATTIVITA' CLINICA,FYSIO SPORT srl,04581090877,CORSO DELLE PROVINCE 116,Catania,087015,95127,vincenzogiarrusso@hotmail.it,-,095506530,095506530,AMBULATORIO E LABORATORIO,0,0,-,2,N,1984,0,2018/01/02
190,Sicilia,Catania,203,412600,S01,ATTIVITA' CLINICA,CENTRO MEDICO ETNEA della dott.ssa Licciardello Bianca R. & C.s.n.c.,03651480877,VIA ETNEA 684,Catania,087015,95128,biancalicciardello@hotmail.com,www.centromedicoetneadocvadis.it,095435294,095435294,AMBULATORIO E LABORATORIO,0,0,-,2,N,1980,0,2018/01/02
190,Sicilia,Catania,203,412700,S01,ATTIVITA' CLINICA,OTO 3 S.A.S. dott.ssa Luca A. Maria,04614020875,VIA CIMAROSA 10,Catania,087015,95125,lucaannamaria@virgilio.it,-,0957150087,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,1988,0,2018/01/02
190,Sicilia,Catania,203,412900,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,RADIODIAGNOSTICA ANTONELLA D'ANGELO s.r.l.,03584030872,VIA G. D'ANNUNZIO 125,Catania,087015,95127,radiologiadangelosas@tin.it,-,095375017,095375212,AMBULATORIO E LABORATORIO,0,0,-,2,S,2011,0,2018/01/02
190,Sicilia,Catania,203,413200,S01,ATTIVITA' CLINICA,GINECOGEN DEL DOTT. GENNARO GIANCARLO E C S.A.S,04647540873,VIA PRINCIPE NICOLA 16,Catania,087015,95127,-,-,095370453,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1988,0,2018/01/02
190,Sicilia,Catania,203,413500,S01,ATTIVITA' CLINICA,STUDIO DENTISTICO DOTT.ssa Francesca Scala e C. s.a.s.,04862910876,PIAZZA A. LINCOLN N.19,Catania,087015,95128,francescascala@pec.ordinemedct.it;,www.scalafrancesca.it,095439198,095439198,AMBULATORIO E LABORATORIO,0,0,-,2,S,1986,0,2018/03/29
190,Sicilia,Catania,203,413700,S01,ATTIVITA' CLINICA,CUORE SANO DELLA DOTT.SSA LA MANTIA ROSALIA S.R.L.,03887750879,"Via Damiano Chiesa, 12",Catania,087015,95123,rosalia.lamantia@alice.it,cuore.sano@pec.it,095239801,095362356,AMBULATORIO E LABORATORIO,0,0,-,2,S,1985,0,2018/01/30
190,Sicilia,Catania,203,413700,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CUORE SANO DELLA DOTT.SSA LA MANTIA ROSALIA S.R.L.,03887750879,"Via Damiano Chiesa, 12",Catania,087015,95123,rosalia.lamantia@alice.it,cuore.sano@pec.it,095239801,095362356,AMBULATORIO E LABORATORIO,0,0,-,2,S,1985,0,2018/01/30
190,Sicilia,Catania,203,414600,S03,ATTIVITA' DI LABORATORIO,LABORATORIO ANALISI EUROPA DI LENTINI MARIA TERESA & C. SAS,03620090872,VIA DUCA DEGLI ABRUZZI 67/G,Catania,087015,95127,lpminniti@virgilio.it,www.laboratorioanalisieuropa.it,095370220,095388538,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,414700,S03,ATTIVITA' DI LABORATORIO,LABORATORIO ANALISI CLINICHE S.EUPLIO DELLA DOTT.SSA MARIA CICERONE & C. SAS,03777090873,VIA S. EUPLIO 13,Catania,087015,95124,-,-,095312172,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1975,0,2018/01/02
190,Sicilia,Catania,203,414900,S01,ATTIVITA' CLINICA,CENTRO CARDIODIAGNOSTICO CHECK UP della DOTT.ssa LUNA ALESSANDRA s.r.l.,03614820870,VIALE LIBERTA' 235,Catania,087015,95129,cardiologialuna@hotmail.it,www.cardiologialuna.it,095533301,095532049,AMBULATORIO E LABORATORIO,0,0,-,2,S,1975,0,2018/03/29
190,Sicilia,Catania,203,414900,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CENTRO CARDIODIAGNOSTICO CHECK UP della DOTT.ssa LUNA ALESSANDRA s.r.l.,03614820870,VIALE LIBERTA' 235,Catania,087015,95129,cardiologialuna@hotmail.it,www.cardiologialuna.it,095533301,095532049,AMBULATORIO E LABORATORIO,0,0,-,2,S,1975,0,2018/03/29
190,Sicilia,Catania,203,415300,S01,ATTIVITA' CLINICA,MARCOCCIO S.R.L.,03508450875,VIA UMBERTO 121,Catania,087015,95129,marcocciosrl@alice.it,wwwmarcocciosrl.it,095316543,095316543,AMBULATORIO E LABORATORIO,0,0,-,2,S,1973,0,2018/01/02
190,Sicilia,Catania,203,415700,S01,ATTIVITA' CLINICA,DIAGNOSTICA GINECOLOGICA del DOTT. GIOVANNI MIGNEMI & C.s.a.s.,04992970873,VIA TRIESTE 25,Catania,087015,95127,giovannimignemi@libero.it,www.mignemidottgiovanni.it,095375354,095375354,AMBULATORIO E LABORATORIO,0,0,-,2,S,1988,0,2018/01/02
190,Sicilia,Catania,203,415700,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,DIAGNOSTICA GINECOLOGICA del DOTT. GIOVANNI MIGNEMI & C.s.a.s.,04992970873,VIA TRIESTE 25,Catania,087015,95127,giovannimignemi@libero.it,www.mignemidottgiovanni.it,095375354,095375354,AMBULATORIO E LABORATORIO,0,0,-,2,S,1988,0,2018/01/02
190,Sicilia,Catania,203,416400,S03,ATTIVITA' DI LABORATORIO,POLILAB S.r.l.,00862790870,VIA ETNEA 509,Catania,087015,95126,polilab@tiscali.it,-,095447413,095447413,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,416700,S01,ATTIVITA' CLINICA,DIAGNOSTICA CARDIOVASCOLARE DEL DOTT. S. GIBIINO s.r.l.,03816600872,Via GUARDIA della CARVANA n.4,Catania,087015,95128,cardiologo.gib@gmail.com,www.diagnosticacardiovascolare.it,095551859,095430701,AMBULATORIO E LABORATORIO,0,0,-,2,S,1984,0,2018/03/29
190,Sicilia,Catania,203,416700,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,DIAGNOSTICA CARDIOVASCOLARE DEL DOTT. S. GIBIINO s.r.l.,03816600872,Via GUARDIA della CARVANA n.4,Catania,087015,95128,cardiologo.gib@gmail.com,www.diagnosticacardiovascolare.it,095551859,095430701,AMBULATORIO E LABORATORIO,0,0,-,2,S,1984,0,2018/03/29
190,Sicilia,Catania,203,417000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO DI RADIOLOGIA PROF. M. SCACCIANOCE SRL,03561790878,VIA LAGO DI NICITO 71,Catania,087015,95124,studioscaccianoce@libero.it,-,095327823,095327847,AMBULATORIO E LABORATORIO,0,0,-,2,S,1954,0,2018/01/02
190,Sicilia,Catania,203,417100,S01,ATTIVITA' CLINICA,DIAGNOSTICA NEUROLOGICA DEL DOTT. ALFIO SCIACCA srl,03836430870,VIA NAPOLI 51 - 49/A -47,Catania,087015,95127,-,-,095437734,095433230,AMBULATORIO E LABORATORIO,0,0,-,2,S,1988,0,2018/01/02
190,Sicilia,Catania,203,417500,S01,ATTIVITA' CLINICA,SANICAM CATANIA Amb. Polispecialistico s.p.a.,00287870877,VIA PASUBIO 15,Catania,087015,95127,amministrazione@sanicamcatania.it,-,095372149,0957110992,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,417500,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,SANICAM CATANIA Amb. Polispecialistico s.p.a.,00287870877,VIA PASUBIO 15,Catania,087015,95127,amministrazione@sanicamcatania.it,-,095372149,0957110992,AMBULATORIO E LABORATORIO,0,0,-,2,S,1980,0,2018/01/02
190,Sicilia,Catania,203,417800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,REM RADIOTERAPIA s.r.l. Catania,00279620878,Via Muscatello 21/23 (sede legale S.Paola n. 18),Catania,087015,95125,rem@grupposamed.com,www.grupposamed.com,095447828,095446558,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2019/02/25
190,Sicilia,Catania,203,417801,S01,ATTIVITA' CLINICA,REM RADIOTERAPIA s.r.l. Viagrande,00279620878,Via Penninazzo n.11 Viagrande (sede legale S.Paola n.18 Catania),Viagrande,087053,95029,rem@grupposamed.com,www.grupposamed.com,0957895000,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2018,0,2019/02/25
