Anno,Codice Regione,Codice Azienda,Codice struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Denominazione struttura,Partita IVA,Indirizzo,Codice Comune,CAP,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax,Tipo struttura,Tipo struttura di ricovero,Codice struttura di ricovero,Denominazione struttura di ricovero,Mesi di funzionamento,Tipo rapporto con il S.S.N.,Titolare della convenzione,Presenza Apparecchiature,Anno apertura,Mese apertura,Anno chiusura,Mese chiusura,Giorni settimanali di apertura,Ore settimanali di apertura,Data aggiornamento
2018,190,203,608300,S01,ATTIVITA' CLINICA,POLIAMBULATORIO Gravina,04721260877,VIA MONTI ARSI 1,087019,95030,,,095,7502632,095,7502070,AMBULATORIO E LABORATORIO,,,,12,1,,S,2015,01,,,7,80,20180102
2018,190,203,608300,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,POLIAMBULATORIO Gravina,04721260877,VIA MONTI ARSI 1,087019,95030,,,095,7502632,095,7502070,AMBULATORIO E LABORATORIO,,,,12,1,,S,2015,01,,,5,38,20180102
2018,190,203,608400,S01,ATTIVITA' CLINICA,POLIAMBULATORIO San Luigi,04721260977,VIALE FLEMING 24,087015,95125,,,095,8250178,,,AMBULATORIO E LABORATORIO,,,,12,1,,S,2016,01,,,5,55,20180102
2018,190,203,608400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,POLIAMBULATORIO San Luigi,04721260977,VIALE FLEMING 24,087015,95125,,,095,8250178,,,AMBULATORIO E LABORATORIO,,,,12,1,,S,2016,01,,,5,55,20180102
2018,190,203,608400,S03,ATTIVITA' DI LABORATORIO,POLIAMBULATORIO San Luigi,04721260977,VIALE FLEMING 24,087015,95125,,,095,8250178,,,AMBULATORIO E LABORATORIO,,,,12,1,,S,2016,01,,,5,7,20180102
2018,190,203,608600,S01,ATTIVITA' CLINICA,CASA CIRCONDARIALE Caltagirone,04721260877,c/da Noce,087011,95041,,,095,348111,,,AMBULATORIO E LABORATORIO,,,,12,1,,N,2016,05,,,7,168,20190219
2018,190,203,608700,S01,ATTIVITA' CLINICA,ISTITUTO PENITENZIARIO Giarre,04721260877,Via Ugo Foscolo 67,087027,95014,,,095,7794356,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2016,04,,,7,14,20190219
2018,190,203,608800,S01,ATTIVITA' CLINICA,Casa Circondariale Bicocca,04721260877,Tangenziale Ovest Km 8,087015,95128,maurizio.mentesana@aspct.it,,095,2545160,,,AMBULATORIO E LABORATORIO,,,,12,1,,S,2016,04,,,5,60,20190313
2018,190,203,608900,S01,ATTIVITA' CLINICA,Istituto Penale Minorenni,04721260877,Tangenziale Ovest Km 8,087015,95128,IPM.C.DEM@giustizia.it,,095,591357,,,AMBULATORIO E LABORATORIO,,,,12,1,,N,2016,04,,,2,10,20190313
2018,190,203,609000,S01,ATTIVITA' CLINICA,Casa Circondariale P.zza Lanza,04721260877,Piazza Lanza Casa Circondariale,087015,95124,paolo.genovese@aspct.it,,095,437933,,,AMBULATORIO E LABORATORIO,,,,12,1,,S,2016,04,,,5,60,20190313
2018,190,203,800200,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE TRAPPETO NORD - CATANIA,04721260877,VIA G. GALERMO 254,087015,95123,consultorio.trappetonord@pec.aspct.it,,095,2540500,095,2540505,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180102
2018,190,203,800300,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO 'BORGO-CONSOLAZIONE',04721260877,VIALE FLEMING N. 24,087015,95100,consultorio.cifali@pec.aspct.it,,095,2545702,095,2545702,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,2009,07,,,5,38,20180102
2018,190,203,800500,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - ACIREALE,04721260877,VIA MARTINEZ 19,087004,95024,consultorio.acireale@pec.aspct.it,,095,7677976,095,7677357,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,38,20180102
2018,190,203,800600,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - ADRANO,04721260877,P.ZZA S. AGOSTINO 34 ex Ospedale,087006,95031,consultorio.adrano@pec.aspct.it,,095,7716301,095,7716354,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180102
2018,190,203,800800,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - BIANCAVILLA,04721260877,VIA CRISTOFORO COLOMBO 77,087008,95033,consultorio.biancavilla@pec.aspct.it,,095,7716811,095,7716817,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1991,03,,,5,36,20190306
2018,190,203,800901,S05,ASSISTENZA PSICHIATRICA,CTA VILLA SALVADOR,00879370872,CORSO ITALIA 21,087026,95010,villa.salvador@libero.it,www.villa.salvador.it,095,241902,095,955016,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2001,06,,,7,168,20180102
2018,190,203,801000,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - BRONTE,04721260877,VIALE CATANIA 3,087009,95034,consultorio.bronte@pec.aspct.it,,095,7746425,095,691585,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,6,36,20180102
2018,190,203,801100,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO - INFANTILE - CALTAGIRONE,04721260877,Via Portosalvo 2 c/o P.O. Gravina,087011,95041,consultorio.caltagirone@pec.aspct.it,,0933,39199,0933,353086,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,38,20180102
2018,190,203,801200,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO ex Abruzzi - CATANIA,04721260877,VIA PRAGA 2 (ex abruzzi),087015,95127,consultorio.picanello@pec.aspct.it,,095,2545401,095,436565,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1984,01,,,5,38,20180102
2018,190,203,801300,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - FIUMEFREDDO,04721260877,VIA A. DIAZ 30,087016,95013,consultorio.fiumefreddo@pec.aspct.it,,095,646274,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180118
2018,190,203,801400,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - GIARRE,04721260877,via Forlanini contrada Coste,087017,95014,consultorio.giarre@pec.aspct.it,,095,7782036,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180118
2018,190,203,801500,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO-INFANTILE- GRAMMICHELE,04721260877,P.ZZA MARCONI 9,087018,95042,consultorio.grammichele@pec.aspct.it,,095,7943345,095,7943345,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,38,20180102
2018,190,203,801700,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - LINGUAGLOSSA,04721260877,PIAZZA S.ROCCO 15,087021,95015,consultorio.linguaglossa@pec.aspct.it,,095,7782479,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180118
2018,190,203,801800,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - MILITELLO V.C.,04721260877,Viale R. Margherita c/o Ospedale,087025,95043,consultorio.militello@pec.aspct.it,,095,7943157,095,655667,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,23,20180102
2018,190,203,801900,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO-INFANTILE - MIRABELLA IMBACCARI,04721260877,VIA SCOLLO 8,087028,95040,consultorio.mirabellaimbaccari@pec.aspct.it,,0933,99145,0933,99197,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1989,05,,,5,36,20180102
2018,190,203,802000,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - PALAGONIA,04721260877,VIA SONDRIO 1,087032,95046,consultorio.palagonia@pec.aspct.it,,095,7955354,095,7955354,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,2,12,20180102
2018,190,203,802100,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - PEDARA,04721260877,"VIA ETNEA, 56",087034,95030,consultorio.pedara@aspct.it,,095,7027008,095,7027023,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,38,20180102
2018,190,203,802200,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - RAMACCA,04721260877,PIAZZA CAVALLOTTI N. 1,087037,95040,consultorio.ramacca@pec.aspct.it,,095,653277,095,654283,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,26,20180102
2018,190,203,802300,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - RANDAZZO,04721260877,Piazza S. Vincenzo s.n.,087038,95036,consultorio.randazzo@pec.aspct.it,,095,7746647,095,922222,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,6,36,20180102
2018,190,203,802400,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - RIPOSTO,04721260877,VIA ROMA 36,087039,95018,consultorio.riposto@pec.aspct.it,,095,7782401,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180118
2018,190,203,802500,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - S.GIOVANNI LA PUNTA,04721260877,VIA DUCA D'AOSTA 43/B,087041,95037,consultorio.sgiovannilapunta@pec.aspct.it,,095,7502225,095,7502221,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,802600,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - S.AGATA LI BATTIATI,04721260877,VIA SANGIULIANO 24/A,087045,95030,consultorio.gravina@pec.aspct.it,,095,7502025,095,7502024,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,802700,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE -SCORDIA,04721260877,VIA BARCHITTA 2,087049,95048,consultorio.scordia@pec.aspct.it,,095,7943703,095,7943703,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,27,20180102
2018,190,203,802800,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - TREMESTIERI ETNEO,04721260877,VIA PALMENTAZZO 1,087051,95030,consultorio.tremestieri@pec.aspct.it,,095,7502310,095,7502331,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180613
2018,190,203,802900,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO-INFANTILE VIZZINI,04721260877,Viale Buccheri 43,087054,95049,consultorio.vizzini@pec.aspct.it,,0933,7943231,0933,7943229,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,38,20180102
2018,190,203,803000,S05,ASSISTENZA PSICHIATRICA,CENTRO SALUTE MENTALE ADRANO,04721260877,VIA AGRIGENTO 21,087006,95031,dsmct7@aspct.it,,095,7716700,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,72,20180119
2018,190,203,803100,S05,ASSISTENZA PSICHIATRICA,CTA J.F. KENNEDY,00692330871,CONTRADA VITURO,087006,95031,kennedyvituro@pec.it,www.cataniacura.it,345,6236625,095,7601542,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1991,10,,,7,168,20180102
2018,190,203,803201,S05,ASSISTENZA PSICHIATRICA,CTA CENACOLO CRISTO RE,00692330871,VIA S. PLACIDO 1,087008,95033,rosariapetralia@cenacolocristore.it,,095,687533,095,686012,STRUTTURA RESIDENZIALE,,,,12,2,4,N,2001,06,,,7,168,20180102
2018,190,203,803300,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CENTRALE SALUTE MENTALE,04721260877,VIA MARZIANO 46,087009,95034,dsmct7@aspct.it,,095,7746515,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,54,20180119
2018,190,203,803400,S05,ASSISTENZA PSICHIATRICA,CENTRO SALUTE MENTALE CALTAGIRONE,04721260877,VIA ESCURIALES 18,087011,95041,susanna.malandrino@aspct.it,,0933,58632,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,67,20180102
2018,190,203,803700,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CENTRALE SALUTE MENTALE CT 1,04721260877,CORSO ITALIA 234,087015,95129,salutementale.catania@ausl3.ct.it,,095,2545211,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,2018,12,6,66,20180102
2018,190,203,804000,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CENTRALE SALUTE MENTALE,04721260877,VIA DON LUIGI STURZO 3,087017,95014,salutementale.giarre@ausl3.ct.it,,095,931168,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,72,20180102
2018,190,203,804200,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CENTRALE SALUTE MENTALE,04721260877,VIA MONTI ARSI 1,087019,95030,marcello.dalessandro@aspct.it,,095,7502631,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,66,20180102
2018,190,203,804500,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CENTRALE SALUTE MENTALE,04721260877,VIA SONDRIO 1,087032,95046,susanna.malandrino@aspct.it,,095,7943539,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,67,20180119
2018,190,203,805100,S05,ASSISTENZA PSICHIATRICA,U.O. DI NEUROPSICHIATRIA INFANTILE DISTRETTO GRAVINA DI CATANIA,04721260877,VIALE PALMENTAZZO s.n.,087051,95030,,,095,7502300,095,7512864,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180102
2018,190,203,806000,S05,ASSISTENZA PSICHIATRICA,CTA VILLA VERDE,03358550873,VIA NUOVALUCELLO 57,087015,95100,villa.verde97@tiscalinet.it,,095,336502,095,333740,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1996,01,,,7,168,20180102
2018,190,203,806500,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CENTRO SOCIO SANITARIO ' ETNA SUD ',01115770875,VIA 3° RETTA PONENTE 253,087007,95032,centrosocio.etnasud@pec.it,,095,913811,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,2,2,N,1983,01,,,5,38,20180102
2018,190,203,806600,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO FAMILIARE FOSSA CRETA,01775860875,VIA TERREFORTI 9/C,087015,95121,d.fossacreta@email.it,,095,451624,095,451624,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,2,4,N,1986,01,,,5,40,20180102
2018,190,203,806900,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. ADRANO,04721260877,VIA PO 2,087006,95031,sert.adrano@aspct.it,,095,7693068,095,7693068,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,0,0,20180102
2018,190,203,807100,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T BRONTE,04721260877,VIA MARZIANO 40,087009,95034,sert.bronte@aspct.it,,095,7746518,095,693374,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1993,11,,,0,0,20180109
2018,190,203,807200,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. CALTAGIRONE,04721260877,VIA MADONNA DELLA VIA 161/A,087011,95041,luigipulvirenti@aspct.it,,0933,57347,0933,57347,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1986,08,,,0,0,20180109
2018,190,203,807300,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. CAMPOROTONDO ETNEO,04721260877,"VIA BORSELLINO, 2",087012,95040,giovanni.angemi@aspct.it,,095,7502555,095,7502559,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,0,0,20180102
2018,190,203,807400,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. GIARRE,04721260877,PIAZZA G. VERGA 9,087017,95014,sert.giarre@aspct.it,,095,7782684,095,7782531,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1994,11,,,0,0,20180109
2018,190,203,808000,S05,ASSISTENZA PSICHIATRICA,CTA HELIOS,02047620873,VIA S. TOMASELLI 7,087019,95030,helios.gravina@cataniacura.it,,095,421439,095,2279108,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1978,09,,,7,168,20180102
2018,190,203,808101,S05,ASSISTENZA PSICHIATRICA,CTA VILLA MAJOR SRL,01171760877,VIA A. DE GASPERI 35,087024,95030,ctamajor@tiscali.it,,095,7273872,095,7278506,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2001,06,,,7,168,20180102
2018,190,203,808200,S05,ASSISTENZA PSICHIATRICA,CTA VILLA ERMINIA,00699330874,VIA VECCHIO PINO 14,087034,95030,villaerminia@villaerminia.191.it,villaerminia@live.it,095,7809423,095,7801018,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1984,12,,,7,168,20180102
2018,190,203,808300,S05,ASSISTENZA PSICHIATRICA,CTA VILLA CHIARA,02228000879,VIA DEL BOSCO 243,087024,95030,villa.chiara@tiscali.it,www.comunitavillachiara.it,095,7910366,095,7910129,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1996,01,,,7,168,20180102
2018,190,203,808700,S05,ASSISTENZA PSICHIATRICA,CTA Salustra srl,01857690810,VIA LEONARDO DA VINCI 35,087051,95030,villaigea@salustra.it,,095,7252396,095,7251833,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2006,11,,,7,168,20180124
2018,190,203,809200,S05,ASSISTENZA PSICHIATRICA,CTA CENTRO S. PAOLO SAS,02844910873,VIA CAPPUCCINI 11/A,087025,95043,centrosanpaolo@tiscali.it,,095,655351,095,811109,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2001,06,,,7,168,20180102
2018,190,203,813700,S05,ASSISTENZA PSICHIATRICA,CENTRO SALUTE MENTALE CT 3,04721260877,CORSO ITALIA 234,087015,95124,md.salutementale5@aspct.it,,095,2545248,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,2018,12,6,66,20180102
2018,190,203,815000,S05,ASSISTENZA PSICHIATRICA,CENTRO SALUTE MENTALE PATERNO',04721260877,Via Massa Carrara,087033,95047,marcello.dalessandro@aspct.it,,095,7975285,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,6,66,20180119
2018,190,203,815100,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. PATERNO',04721260877,Via Massa Carrara sn c/o P.O. Paternò,087033,95047,sert.paterno@aspct.it,,095,7975277,095,7975224,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,0,0,20180109
2018,190,203,815600,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. CT1,04721260877,VIA VALVERDE 4,087015,95125,sert.catania1@aspct.it,,095,2545943,095,2545944,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,0,0,20180109
2018,190,203,815700,S05,ASSISTENZA PSICHIATRICA,CENTRO SALUTE MENTALE CT 2,04721230877,CORSO ITALIA 234,087015,95129,dsmct4@aspct.it,,095,2545216,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1999,08,,,6,66,20180119
2018,190,203,815800,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. CT2,04721260877,VIA SARDO 20,087015,95124,giuseppe.larocca@aspct.it@tiscali.it,sert.ct2@aspct.it,095,2542626,095,2542627,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1986,11,,,0,0,20180109
2018,190,203,816000,S06,ASSISTENZA PER TOSSICODIPENDENTI,SER.T. CT 3,04721260877,"VIALE VITTORIO VENETO, 31",087015,95127,sert.catania3@aspct.it,,095,2545030,095,2545042,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1992,01,,,0,0,20180109
2018,190,203,816200,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CENTRALE SALUTE MENTALE,04721260877,VIA FABIO 1,087004,95024,,,095,7677900,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,6,72,20180102
2018,190,203,816600,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - ACICASTELLO,04721260877,VIA STAZIONE 3,087002,95022,consultorio.acicastello@pec.aspct.it,,095,7677701,095,7677705,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,816700,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - ACICATENA,04721260877,"VIA TURI D'AGOSTINO, 37",087003,95022,consultorio.acicatena@pec.aspct.it,,095,804854,095,804854,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,816800,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - S.VENERINA,04721260877,VIA MAZZINI s.n.,087048,95010,consultorio.svenerina@pec.aspct.it,,095,954717,095,954717,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,816900,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - VIA BAMBINO - CATANIA,04721260877,Via BAMBINO n.32,087015,95124,consultorio.viabambino@pec.aspct.it,,095,2545371,095,2545375,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1996,01,,,5,36,20180102
2018,190,203,817000,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO Via Orfanelli CATANIA,04721260877,VIA ORFANELLI 36 ( CORTILE S. PANTALEONE 24),087015,95124,consultorio.orfanelli@pec.aspct.it,,095,2545510,095,311005,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1986,01,,,5,38,20180102
2018,190,203,817100,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO D'Annunzio I - CATANIA,04721260877,VIA G. D'ANNUNZIO 60,087015,95127,consultorio.dannunzio@pec.aspct.it,,095,436565,095,436565,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,1991,05,,,5,28,20180102
2018,190,203,817200,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - MISTERBIANCO,04721260877,VIA G. GALILEI,087029,95045,consultorio.misterbianco@pec.aspct.it,,095,2545538,095,2545538,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,817300,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO MATERNO INFANTILE - PATERNO',04721260877,VIA MASSA CARRARA 2,087033,95047,consultorio.paterno@pec.aspct.it,,095,7975026,095,7975287,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1992,04,,,5,38,20180102
2018,190,203,820400,S05,ASSISTENZA PSICHIATRICA,CTA CENTRO LA GRAZIA,02844920872,C.DA LA GRAZIA (PIANO S.PAOLO),087011,95041,centrolagrazia@hotmail.it,,0933,60460,0933,60333,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2001,06,,,7,168,20180102
2018,190,203,820500,S05,ASSISTENZA PSICHIATRICA,CTA CONVENTO CAPPUCCINI,01939280879,LARGO CAPPUCCINI 12,087054,95049,ctacappuccini@gmail.com,,095,961518,095,962149,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1980,05,,,7,168,20180102
2018,190,203,820600,S05,ASSISTENZA PSICHIATRICA,CTA VILLA LETIZIA SRL,00806960878,VIA CASSONE 51,087055,95019,ctavillaletizia@tin.it,,095,7081032,095,7082138,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1978,12,,,7,168,20180102
2018,190,203,820700,S05,ASSISTENZA PSICHIATRICA,CTA OASI REGINA PACIS,02257140877,VIA TERRE NERE 166/A,087030,95040,oasireginapacis@tin.it,www.oasireginapacis.it,095,307996,095,9707004,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1986,01,,,7,168,20180102
2018,190,203,821101,S05,ASSISTENZA PSICHIATRICA,CTA VILLA S. ANTONIO SRL,00692330871,VIA LAVINIA 129,087005,95025,villas.antantonio@pec.it,,095,7121787,095,7121887,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2001,06,,,7,168,20180102
2018,190,203,821400,S06,ASSISTENZA PER TOSSICODIPENDENTI,ASSOCIAZIONE CENACOLO CRISTO RE - SEZ. TOSSICODIPENDENTI,02173180874,VIA SAN PLACIDO 1,087008,95033,milenaaiello@cenacolocristore.it,,095,7710277,095,7710292,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1991,05,,,0,0,20180109
2018,190,203,824601,S05,ASSISTENZA PSICHIATRICA,CTA BELVEDERE SRL,01119120879,VIA CASSONE sn,087055,95019,ctabelvedere@virgilio.it,,095,7082699,095,7083412,STRUTTURA RESIDENZIALE,,,,12,2,2,N,1980,02,,,7,168,20180102
2018,190,203,824700,S05,ASSISTENZA PSICHIATRICA,U.O. DI NEUROPSICHIATRIA INFANTILE DISTRETTO CALTAGIRONE,04721260877,"Piazza Marconi, 2",087011,95041,,,0933,353052,0933,353067,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,38,20180102
2018,190,203,824800,S05,ASSISTENZA PSICHIATRICA,U.O. DI NEUROPSICHIATRIA INFANTILE DISTRETTO PALAGONIA,04721260877,VIA SONDRIO n. 1,087032,95046,,,095,7943501,095,7943501,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,1996,01,,,5,36,20180102
